'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'AlternatePrecedence(A_PREACCEPTED, A_FINALIZED)';'AlternatePrecedence';'[A_FINALIZED]';'[A_PREACCEPTED]';1.000;0.054;0.054;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_FINALIZED)';'AlternatePrecedence';'[A_FINALIZED]';'[A_SUBMITTED]';1.000;0.054;0.054;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
'AtLeast1(A_PARTLYSUBMITTED)';'AtLeast1';'';'[A_PARTLYSUBMITTED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_PARTLYSUBMITTED)';'AtMost1';'';'[A_PARTLYSUBMITTED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, A_ACCEPTED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[A_ACCEPTED]';1.000;0.198;0.198;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, A_ACTIVATED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[A_ACTIVATED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, A_APPROVED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[A_APPROVED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, A_CANCELLED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[A_CANCELLED]';1.000;0.173;0.173;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, A_FINALIZED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[A_FINALIZED]';1.000;0.197;0.197;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, A_REGISTERED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[A_REGISTERED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_PARTLYSUBMITTED, A_SUBMITTED)';'CoExistence';'[A_PARTLYSUBMITTED]';'[A_SUBMITTED]';1.000;0.284;0.284;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_PARTLYSUBMITTED, A_SUBMITTED)';'NotSuccession';'[A_PARTLYSUBMITTED]';'[A_SUBMITTED]';1.000;0.284;0.284;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_ACCEPTED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_ACCEPTED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_CANCELLED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_CANCELLED]';1.000;0.182;0.182;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_CREATED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_CREATED]';1.000;0.218;0.218;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_DECLINED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_DECLINED]';1.000;0.151;0.151;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_SELECTED)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_SELECTED]';1.000;0.218;0.218;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_SENT)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_SENT]';1.000;0.218;0.218;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PARTLYSUBMITTED, O_SENT_BACK)';'NotChainSuccession';'[A_PARTLYSUBMITTED]';'[O_SENT_BACK]';1.000;0.180;0.180;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_PREACCEPTED)';'AtMost1';'';'[A_PREACCEPTED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'ChainPrecedence(A_PARTLYSUBMITTED, A_PREACCEPTED)';'ChainPrecedence';'[A_PREACCEPTED]';'[A_PARTLYSUBMITTED]';1.000;0.080;0.080;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, A_ACTIVATED)';'NotChainSuccession';'[A_PREACCEPTED]';'[A_ACTIVATED]';1.000;0.104;0.104;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, A_APPROVED)';'NotChainSuccession';'[A_PREACCEPTED]';'[A_APPROVED]';1.000;0.104;0.104;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, A_FINALIZED)';'NotChainSuccession';'[A_PREACCEPTED]';'[A_FINALIZED]';1.000;0.134;0.134;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_PREACCEPTED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_PREACCEPTED]';'[A_PARTLYSUBMITTED]';1.000;0.222;0.222;0.563;1.000;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, A_REGISTERED)';'NotChainSuccession';'[A_PREACCEPTED]';'[A_REGISTERED]';1.000;0.104;0.104;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_PREACCEPTED, A_SUBMITTED)';'NotSuccession';'[A_PREACCEPTED]';'[A_SUBMITTED]';1.000;0.222;0.222;0.563;1.000;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_ACCEPTED)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_ACCEPTED]';1.000;0.104;0.104;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_CANCELLED)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_CANCELLED]';1.000;0.120;0.120;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_CREATED)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_CREATED]';1.000;0.156;0.156;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_DECLINED)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_DECLINED]';1.000;0.089;0.089;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_SELECTED)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_SELECTED]';1.000;0.156;0.156;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_SENT)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_SENT]';1.000;0.156;0.156;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_PREACCEPTED, O_SENT_BACK)';'NotChainSuccession';'[A_PREACCEPTED]';'[O_SENT_BACK]';1.000;0.118;0.118;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_PREACCEPTED)';'AlternatePrecedence';'[A_PREACCEPTED]';'[A_SUBMITTED]';1.000;0.080;0.080;1.000;0.563;0.563;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_REGISTERED)';'AtMost1';'';'[A_REGISTERED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_ACCEPTED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[A_ACCEPTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_FINALIZED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[A_FINALIZED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[A_PARTLYSUBMITTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PREACCEPTED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[A_PREACCEPTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, A_ACCEPTED)';'NotSuccession';'[A_REGISTERED]';'[A_ACCEPTED]';1.000;0.080;0.080;0.439;0.391;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_REGISTERED, A_ACTIVATED)';'CoExistence';'[A_REGISTERED]';'[A_ACTIVATED]';1.000;0.049;0.049;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_REGISTERED, A_APPROVED)';'CoExistence';'[A_REGISTERED]';'[A_APPROVED]';1.000;0.049;0.049;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_REGISTERED, A_CANCELLED)';'NotCoExistence';'[A_REGISTERED]';'[A_CANCELLED]';1.000;0.055;0.055;0.444;0.386;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_REGISTERED, A_DECLINED)';'NotCoExistence';'[A_REGISTERED]';'[A_DECLINED]';1.000;0.107;0.107;0.227;0.755;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, A_FINALIZED)';'NotSuccession';'[A_REGISTERED]';'[A_FINALIZED]';1.000;0.079;0.079;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, A_PARTLYSUBMITTED)';'NotSuccession';'[A_REGISTERED]';'[A_PARTLYSUBMITTED]';1.000;0.166;0.166;0.172;1.000;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, A_PREACCEPTED)';'NotSuccession';'[A_REGISTERED]';'[A_PREACCEPTED]';1.000;0.104;0.104;0.305;0.563;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, A_SUBMITTED)';'NotSuccession';'[A_REGISTERED]';'[A_SUBMITTED]';1.000;0.166;0.166;0.172;1.000;0.172;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_REGISTERED, O_ACCEPTED)';'CoExistence';'[A_REGISTERED]';'[O_ACCEPTED]';0.999;0.049;0.049;0.999;0.172;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, O_CANCELLED)';'NotSuccession';'[A_REGISTERED]';'[O_CANCELLED]';1.000;0.064;0.064;0.535;0.321;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, O_CREATED)';'NotSuccession';'[A_REGISTERED]';'[O_CREATED]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_REGISTERED, O_DECLINED)';'NotCoExistence';'[A_REGISTERED]';'[O_DECLINED]';1.000;0.033;0.033;0.737;0.233;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, O_SELECTED)';'NotSuccession';'[A_REGISTERED]';'[O_SELECTED]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, O_SENT)';'NotSuccession';'[A_REGISTERED]';'[O_SENT]';1.000;0.101;0.101;0.448;0.383;0.172;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_REGISTERED, O_SENT_BACK)';'NotSuccession';'[A_REGISTERED]';'[O_SENT_BACK]';1.000;0.062;0.062;0.690;0.249;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[A_SUBMITTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_CREATED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[O_CREATED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SELECTED, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[O_SELECTED]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[O_SENT]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT_BACK, A_REGISTERED)';'AlternatePrecedence';'[A_REGISTERED]';'[O_SENT_BACK]';1.000;0.024;0.024;1.000;0.172;0.172;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_SUBMITTED)';'AtMost1';'';'[A_SUBMITTED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'Init(A_SUBMITTED)';'Init';'';'[A_SUBMITTED]';1.000;1.000;1.000;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_ACCEPTED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_ACCEPTED]';1.000;0.198;0.198;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_ACTIVATED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_ACTIVATED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_APPROVED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_APPROVED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_CANCELLED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_CANCELLED]';1.000;0.173;0.173;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_DECLINED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_DECLINED]';1.000;0.225;0.225;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_FINALIZED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_FINALIZED]';1.000;0.197;0.197;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'ChainSuccession(A_SUBMITTED, A_PARTLYSUBMITTED)';'ChainSuccession';'[A_SUBMITTED]';'[A_PARTLYSUBMITTED]';1.000;0.284;0.284;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_PREACCEPTED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_PREACCEPTED]';1.000;0.222;0.222;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, A_REGISTERED)';'NotChainSuccession';'[A_SUBMITTED]';'[A_REGISTERED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_ACCEPTED)';'NotChainSuccession';'[A_SUBMITTED]';'[O_ACCEPTED]';1.000;0.166;0.166;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_CANCELLED)';'NotChainSuccession';'[A_SUBMITTED]';'[O_CANCELLED]';1.000;0.182;0.182;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_CREATED)';'NotChainSuccession';'[A_SUBMITTED]';'[O_CREATED]';1.000;0.218;0.218;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_DECLINED)';'NotChainSuccession';'[A_SUBMITTED]';'[O_DECLINED]';1.000;0.151;0.151;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_SELECTED)';'NotChainSuccession';'[A_SUBMITTED]';'[O_SELECTED]';1.000;0.218;0.218;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_SENT)';'NotChainSuccession';'[A_SUBMITTED]';'[O_SENT]';1.000;0.218;0.218;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_SUBMITTED, O_SENT_BACK)';'NotChainSuccession';'[A_SUBMITTED]';'[O_SENT_BACK]';1.000;0.180;0.180;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(O_ACCEPTED)';'AtMost1';'';'[O_ACCEPTED]';1.000;0.142;0.142;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_ACCEPTED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[A_ACCEPTED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_FINALIZED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[A_FINALIZED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PARTLYSUBMITTED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[A_PARTLYSUBMITTED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_PREACCEPTED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[A_PREACCEPTED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_SUBMITTED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[A_SUBMITTED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, A_ACCEPTED)';'NotSuccession';'[O_ACCEPTED]';'[A_ACCEPTED]';1.000;0.080;0.080;0.439;0.391;0.171;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_ACCEPTED, A_ACTIVATED)';'CoExistence';'[O_ACCEPTED]';'[A_ACTIVATED]';0.999;0.049;0.049;0.999;0.172;0.171;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_ACCEPTED, A_APPROVED)';'CoExistence';'[O_ACCEPTED]';'[A_APPROVED]';0.999;0.049;0.049;0.999;0.172;0.171;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_ACCEPTED, A_CANCELLED)';'NotCoExistence';'[O_ACCEPTED]';'[A_CANCELLED]';1.000;0.055;0.055;0.444;0.386;0.171;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_ACCEPTED, A_DECLINED)';'NotCoExistence';'[O_ACCEPTED]';'[A_DECLINED]';1.000;0.107;0.107;0.227;0.755;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, A_FINALIZED)';'NotSuccession';'[O_ACCEPTED]';'[A_FINALIZED]';1.000;0.079;0.079;0.447;0.383;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, A_PARTLYSUBMITTED)';'NotSuccession';'[O_ACCEPTED]';'[A_PARTLYSUBMITTED]';1.000;0.166;0.166;0.171;1.000;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, A_PREACCEPTED)';'NotSuccession';'[O_ACCEPTED]';'[A_PREACCEPTED]';1.000;0.104;0.104;0.304;0.563;0.171;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_ACCEPTED, A_REGISTERED)';'CoExistence';'[O_ACCEPTED]';'[A_REGISTERED]';0.999;0.049;0.049;0.999;0.172;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, A_SUBMITTED)';'NotSuccession';'[O_ACCEPTED]';'[A_SUBMITTED]';1.000;0.166;0.166;0.171;1.000;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, O_CANCELLED)';'NotSuccession';'[O_ACCEPTED]';'[O_CANCELLED]';1.000;0.064;0.064;0.534;0.321;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, O_CREATED)';'NotSuccession';'[O_ACCEPTED]';'[O_CREATED]';1.000;0.101;0.101;0.447;0.383;0.171;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_ACCEPTED, O_DECLINED)';'NotCoExistence';'[O_ACCEPTED]';'[O_DECLINED]';1.000;0.033;0.033;0.737;0.233;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, O_SELECTED)';'NotSuccession';'[O_ACCEPTED]';'[O_SELECTED]';1.000;0.101;0.101;0.447;0.383;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, O_SENT)';'NotSuccession';'[O_ACCEPTED]';'[O_SENT]';1.000;0.101;0.101;0.447;0.383;0.171;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_ACCEPTED, O_SENT_BACK)';'NotSuccession';'[O_ACCEPTED]';'[O_SENT_BACK]';1.000;0.062;0.062;0.689;0.249;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_CREATED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[O_CREATED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SELECTED, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[O_SELECTED]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[O_SENT]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT_BACK, O_ACCEPTED)';'AlternatePrecedence';'[O_ACCEPTED]';'[O_SENT_BACK]';1.000;0.024;0.024;1.000;0.171;0.171;FALSE;FALSE;FALSE;FALSE
'AtMost3(O_CANCELLED)';'AtMost3';'';'[O_CANCELLED]';0.995;0.142;0.141;0.995;1.000;0.995;FALSE;FALSE;FALSE;FALSE
'Precedence(A_ACCEPTED, O_CANCELLED)';'Precedence';'[O_CANCELLED]';'[A_ACCEPTED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'Precedence(A_FINALIZED, O_CANCELLED)';'Precedence';'[O_CANCELLED]';'[A_FINALIZED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'Precedence(A_PARTLYSUBMITTED, O_CANCELLED)';'Precedence';'[O_CANCELLED]';'[A_PARTLYSUBMITTED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'Precedence(A_PREACCEPTED, O_CANCELLED)';'Precedence';'[O_CANCELLED]';'[A_PREACCEPTED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'Precedence(A_SUBMITTED, O_CANCELLED)';'Precedence';'[O_CANCELLED]';'[A_SUBMITTED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_CANCELLED, A_ACCEPTED)';'NotSuccession';'[O_CANCELLED]';'[A_ACCEPTED]';1.000;0.095;0.095;0.520;0.391;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, A_ACTIVATED)';'NotChainSuccession';'[O_CANCELLED]';'[A_ACTIVATED]';1.000;0.064;0.064;0.634;0.321;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, A_APPROVED)';'NotChainSuccession';'[O_CANCELLED]';'[A_APPROVED]';1.000;0.064;0.064;0.634;0.321;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, A_DECLINED)';'NotChainSuccession';'[O_CANCELLED]';'[A_DECLINED]';1.000;0.123;0.123;0.263;0.772;0.203;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_CANCELLED, A_FINALIZED)';'NotSuccession';'[O_CANCELLED]';'[A_FINALIZED]';1.000;0.094;0.094;0.530;0.383;0.203;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_CANCELLED, A_PARTLYSUBMITTED)';'NotSuccession';'[O_CANCELLED]';'[A_PARTLYSUBMITTED]';1.000;0.182;0.182;0.203;1.000;0.203;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_CANCELLED, A_PREACCEPTED)';'NotSuccession';'[O_CANCELLED]';'[A_PREACCEPTED]';1.000;0.120;0.120;0.361;0.563;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, A_REGISTERED)';'NotChainSuccession';'[O_CANCELLED]';'[A_REGISTERED]';1.000;0.064;0.064;0.634;0.321;0.203;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_CANCELLED, A_SUBMITTED)';'NotSuccession';'[O_CANCELLED]';'[A_SUBMITTED]';1.000;0.182;0.182;0.203;1.000;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, O_ACCEPTED)';'NotChainSuccession';'[O_CANCELLED]';'[O_ACCEPTED]';1.000;0.064;0.064;0.634;0.321;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, O_DECLINED)';'NotChainSuccession';'[O_CANCELLED]';'[O_DECLINED]';1.000;0.048;0.048;0.814;0.250;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, O_SENT)';'NotChainSuccession';'[O_CANCELLED]';'[O_SENT]';1.000;0.116;0.116;0.530;0.383;0.203;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_CANCELLED, O_SENT_BACK)';'NotChainSuccession';'[O_CANCELLED]';'[O_SENT_BACK]';1.000;0.077;0.077;0.551;0.369;0.203;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_CREATED, O_CANCELLED)';'AlternatePrecedence';'[O_CANCELLED]';'[O_CREATED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'Precedence(O_SELECTED, O_CANCELLED)';'Precedence';'[O_CANCELLED]';'[O_SELECTED]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_SENT, O_CANCELLED)';'AlternatePrecedence';'[O_CANCELLED]';'[O_SENT]';1.000;0.040;0.040;1.000;0.203;0.203;FALSE;FALSE;FALSE;FALSE
'AtMost3(O_CREATED)';'AtMost3';'';'[O_CREATED]';0.992;0.142;0.141;0.992;1.000;0.992;FALSE;FALSE;FALSE;FALSE
'Precedence(A_PARTLYSUBMITTED, O_CREATED)';'Precedence';'[O_CREATED]';'[A_PARTLYSUBMITTED]';1.000;0.076;0.076;1.000;0.383;0.383;FALSE;FALSE;FALSE;FALSE
