'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'NotChainSuccession(Receive Claim, Withdraw Claim)';'NotChainSuccession';'[Receive Claim]';'[Withdraw Claim]';1.000;0.113;0.113;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(Receive Objection 1)';'AtMost1';'';'[Receive Objection 1]';0.999;0.110;0.110;0.999;1.000;0.999;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Accept Claim)';'NotSuccession';'[Receive Objection 1]';'[Accept Claim]';0.999;0.110;0.110;0.040;0.963;0.039;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Block Claim 1)';'NotSuccession';'[Receive Objection 1]';'[Block Claim 1]';0.999;0.010;0.010;0.466;0.083;0.039;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 1, Block Claim 2)';'NotCoExistence';'[Receive Objection 1]';'[Block Claim 2]';1.000;0.008;0.008;0.513;0.076;0.039;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Correct Claim)';'NotSuccession';'[Receive Objection 1]';'[Correct Claim]';0.995;0.011;0.011;0.462;0.083;0.039;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Execute Payment)';'NotSuccession';'[Receive Objection 1]';'[Execute Payment]';0.993;0.321;0.318;0.040;0.963;0.038;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Payment Order)';'NotSuccession';'[Receive Objection 1]';'[Payment Order]';0.993;0.321;0.319;0.040;0.963;0.038;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Receive Claim)';'NotSuccession';'[Receive Objection 1]';'[Receive Claim]';1.000;0.114;0.114;0.039;1.000;0.039;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 1, Receive Objection 2)';'NotCoExistence';'[Receive Objection 1]';'[Receive Objection 2]';1.000;0.006;0.006;0.800;0.048;0.039;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 1, Reject Claim)';'NotCoExistence';'[Receive Objection 1]';'[Reject Claim]';0.998;0.009;0.008;0.511;0.076;0.039;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Receive Objection 1, Repayment)';'NotChainSuccession';'[Receive Objection 1]';'[Repayment]';0.997;0.007;0.007;0.959;0.040;0.039;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Start Claim)';'NotSuccession';'[Receive Objection 1]';'[Start Claim]';1.000;0.114;0.114;0.039;1.000;0.039;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 1, Unblock Claim 1)';'NotSuccession';'[Receive Objection 1]';'[Unblock Claim 1]';0.996;0.010;0.009;0.465;0.083;0.039;FALSE;FALSE;FALSE;FALSE
'Absence(Receive Objection 2)';'Absence';'';'[Receive Objection 2]';0.990;0.110;0.109;0.990;1.000;0.990;FALSE;FALSE;FALSE;FALSE
'AtMost1(Receive Objection 2)';'AtMost1';'';'[Receive Objection 2]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Accept Claim)';'NotCoExistence';'[Receive Objection 2]';'[Accept Claim]';1.000;0.107;0.107;0.010;0.972;0.010;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Block Claim 1)';'NotCoExistence';'[Receive Objection 2]';'[Block Claim 1]';1.000;0.006;0.006;0.172;0.056;0.010;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 2, Block Claim 2)';'NotSuccession';'[Receive Objection 2]';'[Block Claim 2]';1.000;0.005;0.005;0.263;0.037;0.010;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Block Claim 3)';'NotCoExistence';'[Receive Objection 2]';'[Block Claim 3]';1.000;0.006;0.006;0.183;0.053;0.010;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 2, Correct Claim)';'NotSuccession';'[Receive Objection 2]';'[Correct Claim]';0.999;0.008;0.008;0.172;0.056;0.010;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Execute Payment)';'NotCoExistence';'[Receive Objection 2]';'[Execute Payment]';1.000;0.317;0.317;0.010;0.972;0.010;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Payment Order)';'NotCoExistence';'[Receive Objection 2]';'[Payment Order]';1.000;0.318;0.318;0.010;0.972;0.010;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 2, Receive Claim)';'NotSuccession';'[Receive Objection 2]';'[Receive Claim]';1.000;0.111;0.111;0.010;1.000;0.010;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Receive Objection 1)';'NotCoExistence';'[Receive Objection 2]';'[Receive Objection 1]';1.000;0.006;0.006;0.200;0.048;0.010;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 2, Reject Claim)';'NotSuccession';'[Receive Objection 2]';'[Reject Claim]';0.999;0.005;0.005;0.261;0.037;0.010;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Receive Objection 2, Start Claim)';'NotSuccession';'[Receive Objection 2]';'[Start Claim]';1.000;0.111;0.111;0.010;1.000;0.010;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Receive Objection 2, Unblock Claim 1)';'NotCoExistence';'[Receive Objection 2]';'[Unblock Claim 1]';1.000;0.006;0.006;0.173;0.056;0.010;FALSE;FALSE;FALSE;FALSE
'AtMost1(Reject Claim)';'AtMost1';'';'[Reject Claim]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Accept Claim)';'NotCoExistence';'[Reject Claim]';'[Accept Claim]';1.000;0.110;0.110;0.037;1.000;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Block Claim 1)';'NotCoExistence';'[Reject Claim]';'[Block Claim 1]';0.996;0.009;0.009;0.441;0.084;0.037;FALSE;FALSE;FALSE;FALSE
'CoExistence(Reject Claim, Block Claim 2)';'CoExistence';'[Reject Claim]';'[Block Claim 2]';0.997;0.008;0.008;0.995;0.037;0.037;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Reject Claim, Block Claim 2)';'NotSuccession';'[Reject Claim]';'[Block Claim 2]';1.000;0.008;0.008;1.000;0.037;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Block Claim 3)';'NotCoExistence';'[Reject Claim]';'[Block Claim 3]';0.999;0.009;0.009;0.462;0.080;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Execute Payment)';'NotCoExistence';'[Reject Claim]';'[Execute Payment]';1.000;0.320;0.320;0.037;1.000;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Payment Order)';'NotCoExistence';'[Reject Claim]';'[Payment Order]';1.000;0.321;0.320;0.037;1.000;0.037;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Reject Claim, Receive Claim)';'NotSuccession';'[Reject Claim]';'[Receive Claim]';1.000;0.114;0.114;0.037;1.000;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Receive Objection 1)';'NotCoExistence';'[Reject Claim]';'[Receive Objection 1]';0.998;0.009;0.008;0.488;0.076;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Repayment)';'NotCoExistence';'[Reject Claim]';'[Repayment]';0.999;0.006;0.006;0.637;0.058;0.037;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Reject Claim, Start Claim)';'NotSuccession';'[Reject Claim]';'[Start Claim]';1.000;0.114;0.114;0.037;1.000;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Unblock Claim 1)';'NotCoExistence';'[Reject Claim]';'[Unblock Claim 1]';0.997;0.009;0.009;0.443;0.083;0.037;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Reject Claim, Withdraw Claim)';'NotCoExistence';'[Reject Claim]';'[Withdraw Claim]';0.999;0.007;0.007;0.567;0.065;0.037;FALSE;FALSE;FALSE;FALSE
'AtMost1(Repayment)';'AtMost1';'';'[Repayment]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Accept Claim)';'NotSuccession';'[Repayment]';'[Accept Claim]';1.000;0.108;0.108;0.022;0.963;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Block Claim 1)';'NotSuccession';'[Repayment]';'[Block Claim 1]';1.000;0.007;0.007;0.315;0.067;0.021;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Repayment, Block Claim 2)';'NotCoExistence';'[Repayment]';'[Block Claim 2]';1.000;0.006;0.006;0.364;0.058;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Correct Claim)';'NotSuccession';'[Repayment]';'[Correct Claim]';1.000;0.009;0.009;0.314;0.067;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Execute Payment)';'NotSuccession';'[Repayment]';'[Execute Payment]';1.000;0.318;0.318;0.022;0.963;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Payment Order)';'NotSuccession';'[Repayment]';'[Payment Order]';1.000;0.319;0.319;0.022;0.963;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Receive Claim)';'NotSuccession';'[Repayment]';'[Receive Claim]';1.000;0.112;0.112;0.021;1.000;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Receive Objection 1)';'NotSuccession';'[Repayment]';'[Receive Objection 1]';0.998;0.007;0.007;0.523;0.040;0.021;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Repayment, Reject Claim)';'NotCoExistence';'[Repayment]';'[Reject Claim]';0.999;0.006;0.006;0.363;0.058;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Start Claim)';'NotSuccession';'[Repayment]';'[Start Claim]';1.000;0.112;0.112;0.021;1.000;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Unblock Claim 1)';'NotSuccession';'[Repayment]';'[Unblock Claim 1]';1.000;0.007;0.007;0.316;0.067;0.021;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Repayment, Withdraw Claim)';'NotSuccession';'[Repayment]';'[Withdraw Claim]';0.998;0.006;0.005;0.737;0.029;0.021;FALSE;FALSE;FALSE;FALSE
'AtLeast1(Start Claim)';'AtLeast1';'';'[Start Claim]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(Start Claim)';'AtMost1';'';'[Start Claim]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Block Claim 3)';'NotChainSuccession';'[Start Claim]';'[Block Claim 3]';0.999;0.115;0.115;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Correct Claim)';'NotChainSuccession';'[Start Claim]';'[Correct Claim]';1.000;0.117;0.117;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'Succession(Start Claim, Execute Payment)';'Succession';'[Start Claim]';'[Execute Payment]';0.990;0.426;0.422;0.963;1.000;0.963;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Execute Payment)';'NotChainSuccession';'[Start Claim]';'[Execute Payment]';1.000;0.426;0.426;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'Succession(Start Claim, Payment Order)';'Succession';'[Start Claim]';'[Payment Order]';0.990;0.426;0.422;0.963;1.000;0.963;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Payment Order)';'NotChainSuccession';'[Start Claim]';'[Payment Order]';1.000;0.426;0.426;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(Start Claim, Receive Claim)';'CoExistence';'[Start Claim]';'[Receive Claim]';1.000;0.220;0.220;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Start Claim, Receive Claim)';'NotSuccession';'[Start Claim]';'[Receive Claim]';1.000;0.220;0.220;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Receive Objection 1)';'NotChainSuccession';'[Start Claim]';'[Receive Objection 1]';1.000;0.114;0.114;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(Start Claim, Receive Objection 2)';'NotRespondedExistence';'[Start Claim]';'[Receive Objection 2]';0.990;0.110;0.109;0.990;1.000;0.990;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Receive Objection 2)';'NotChainSuccession';'[Start Claim]';'[Receive Objection 2]';1.000;0.111;0.111;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Reject Claim)';'NotChainSuccession';'[Start Claim]';'[Reject Claim]';1.000;0.114;0.114;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Repayment)';'NotChainSuccession';'[Start Claim]';'[Repayment]';1.000;0.112;0.112;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Unblock Claim 1)';'NotChainSuccession';'[Start Claim]';'[Unblock Claim 1]';1.000;0.115;0.115;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Start Claim, Unblock Claim 3)';'NotCoExistence';'[Start Claim]';'[Unblock Claim 3]';0.992;0.110;0.110;0.996;1.000;0.996;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Start Claim, Withdraw Claim)';'NotChainSuccession';'[Start Claim]';'[Withdraw Claim]';1.000;0.113;0.113;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AtMost1(Unblock Claim 1)';'AtMost1';'';'[Unblock Claim 1]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Receive Claim, Unblock Claim 1)';'AlternatePrecedence';'[Unblock Claim 1]';'[Receive Claim]';1.000;0.005;0.005;1.000;0.046;0.046;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Start Claim, Unblock Claim 1)';'AlternatePrecedence';'[Unblock Claim 1]';'[Start Claim]';1.000;0.005;0.005;1.000;0.046;0.046;FALSE;FALSE;FALSE;FALSE
'ChainResponse(Unblock Claim 1, Accept Claim)';'ChainResponse';'[Unblock Claim 1]';'[Accept Claim]';0.999;0.005;0.005;0.999;0.046;0.046;FALSE;FALSE;FALSE;FALSE
'CoExistence(Unblock Claim 1, Block Claim 1)';'CoExistence';'[Unblock Claim 1]';'[Block Claim 1]';0.998;0.010;0.010;0.996;0.047;0.046;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 1, Block Claim 1)';'NotSuccession';'[Unblock Claim 1]';'[Block Claim 1]';1.000;0.010;0.010;0.996;0.047;0.046;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 1, Block Claim 2)';'NotCoExistence';'[Unblock Claim 1]';'[Block Claim 2]';1.000;0.009;0.009;0.558;0.083;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Block Claim 3)';'NotChainSuccession';'[Unblock Claim 1]';'[Block Claim 3]';1.000;0.010;0.010;0.544;0.085;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Correct Claim)';'NotChainSuccession';'[Unblock Claim 1]';'[Correct Claim]';1.000;0.012;0.012;0.974;0.048;0.046;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(Unblock Claim 1, Execute Payment)';'AlternateResponse';'[Unblock Claim 1]';'[Execute Payment]';1.000;0.005;0.005;1.000;0.046;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Execute Payment)';'NotChainSuccession';'[Unblock Claim 1]';'[Execute Payment]';1.000;0.321;0.321;0.048;0.963;0.046;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(Unblock Claim 1, Payment Order)';'AlternateResponse';'[Unblock Claim 1]';'[Payment Order]';1.000;0.005;0.005;1.000;0.046;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Payment Order)';'NotChainSuccession';'[Unblock Claim 1]';'[Payment Order]';1.000;0.322;0.322;0.048;0.963;0.046;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 1, Receive Claim)';'NotSuccession';'[Unblock Claim 1]';'[Receive Claim]';1.000;0.115;0.115;0.046;1.000;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Receive Objection 1)';'NotChainSuccession';'[Unblock Claim 1]';'[Receive Objection 1]';1.000;0.010;0.010;0.560;0.083;0.046;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 1, Receive Objection 2)';'NotCoExistence';'[Unblock Claim 1]';'[Receive Objection 2]';1.000;0.006;0.006;0.827;0.056;0.046;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 1, Reject Claim)';'NotCoExistence';'[Unblock Claim 1]';'[Reject Claim]';0.997;0.009;0.009;0.556;0.083;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Repayment)';'NotChainSuccession';'[Unblock Claim 1]';'[Repayment]';1.000;0.007;0.007;0.697;0.067;0.046;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 1, Start Claim)';'NotSuccession';'[Unblock Claim 1]';'[Start Claim]';1.000;0.115;0.115;0.046;1.000;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Unblock Claim 3)';'NotChainSuccession';'[Unblock Claim 1]';'[Unblock Claim 3]';1.000;0.006;0.006;0.960;0.048;0.046;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Unblock Claim 1, Withdraw Claim)';'NotChainSuccession';'[Unblock Claim 1]';'[Withdraw Claim]';1.000;0.008;0.008;0.632;0.073;0.046;FALSE;FALSE;FALSE;FALSE
'Absence(Unblock Claim 3)';'Absence';'';'[Unblock Claim 3]';0.996;0.110;0.110;0.996;1.000;0.996;FALSE;FALSE;FALSE;FALSE
'AtMost1(Unblock Claim 3)';'AtMost1';'';'[Unblock Claim 3]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 3, Accept Claim)';'NotCoExistence';'[Unblock Claim 3]';'[Accept Claim]';0.992;0.106;0.106;0.000;0.963;0.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 3, Block Claim 1)';'NotSuccession';'[Unblock Claim 3]';'[Block Claim 1]';1.000;0.006;0.006;0.080;0.049;0.004;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 3, Block Claim 3)';'NotSuccession';'[Unblock Claim 3]';'[Block Claim 3]';0.992;0.005;0.005;0.090;0.043;0.004;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 3, Correct Claim)';'NotSuccession';'[Unblock Claim 3]';'[Correct Claim]';0.996;0.007;0.007;0.079;0.049;0.004;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 3, Execute Payment)';'NotCoExistence';'[Unblock Claim 3]';'[Execute Payment]';0.995;0.317;0.315;0.000;0.963;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 3, Payment Order)';'NotCoExistence';'[Unblock Claim 3]';'[Payment Order]';0.995;0.317;0.315;0.000;0.963;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 3, Receive Claim)';'NotCoExistence';'[Unblock Claim 3]';'[Receive Claim]';0.992;0.110;0.110;0.000;1.000;0.000;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Unblock Claim 3, Start Claim)';'NotCoExistence';'[Unblock Claim 3]';'[Start Claim]';0.992;0.110;0.110;0.000;1.000;0.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Unblock Claim 3, Unblock Claim 1)';'NotSuccession';'[Unblock Claim 3]';'[Unblock Claim 1]';1.000;0.006;0.006;0.080;0.048;0.004;FALSE;FALSE;FALSE;FALSE
'AtMost1(Withdraw Claim)';'AtMost1';'';'[Withdraw Claim]';1.000;0.110;0.110;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Accept Claim)';'NotSuccession';'[Withdraw Claim]';'[Accept Claim]';1.000;0.109;0.109;0.029;0.963;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Block Claim 1)';'NotSuccession';'[Withdraw Claim]';'[Block Claim 1]';1.000;0.008;0.008;0.384;0.074;0.028;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Withdraw Claim, Block Claim 2)';'NotCoExistence';'[Withdraw Claim]';'[Block Claim 2]';1.000;0.007;0.007;0.434;0.065;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Correct Claim)';'NotSuccession';'[Withdraw Claim]';'[Correct Claim]';1.000;0.010;0.010;0.383;0.074;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Execute Payment)';'NotSuccession';'[Withdraw Claim]';'[Execute Payment]';1.000;0.319;0.319;0.029;0.963;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Payment Order)';'NotSuccession';'[Withdraw Claim]';'[Payment Order]';1.000;0.320;0.320;0.029;0.963;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Receive Claim)';'NotSuccession';'[Withdraw Claim]';'[Receive Claim]';1.000;0.113;0.113;0.028;1.000;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Receive Objection 1)';'NotSuccession';'[Withdraw Claim]';'[Receive Objection 1]';0.990;0.008;0.008;0.698;0.041;0.028;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Withdraw Claim, Reject Claim)';'NotCoExistence';'[Withdraw Claim]';'[Reject Claim]';0.999;0.007;0.007;0.433;0.065;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Start Claim)';'NotSuccession';'[Withdraw Claim]';'[Start Claim]';1.000;0.113;0.113;0.028;1.000;0.028;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Withdraw Claim, Unblock Claim 1)';'NotSuccession';'[Withdraw Claim]';'[Unblock Claim 1]';1.000;0.008;0.008;0.385;0.073;0.028;FALSE;FALSE;FALSE;FALSE
