'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'RespondedExistence(Leucocytes, ER Sepsis Triage)';'RespondedExistence';'[Leucocytes]';'[ER Sepsis Triage]';0.997;0.222;0.222;0.999;0.964;0.963;FALSE;FALSE;FALSE;FALSE
'CoExistence(Leucocytes, ER Triage)';'CoExistence';'[Leucocytes]';'[ER Triage]';0.991;0.292;0.289;0.964;1.000;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, ER Triage)';'NotChainSuccession';'[Leucocytes]';'[ER Triage]';0.995;0.292;0.290;0.958;1.000;0.958;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, Release B)';'NotChainSuccession';'[Leucocytes]';'[Release B]';0.992;0.226;0.224;1.000;0.964;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, Release C)';'NotChainSuccession';'[Leucocytes]';'[Release C]';0.995;0.224;0.223;1.000;0.964;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, Release D)';'NotChainSuccession';'[Leucocytes]';'[Release D]';0.994;0.224;0.222;1.000;0.964;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, Release E)';'NotChainSuccession';'[Leucocytes]';'[Release E]';0.999;0.223;0.222;1.000;0.964;0.964;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(Leucocytes, Return ER)';'NotChainSuccession';'[Leucocytes]';'[Return ER]';0.999;0.242;0.242;0.999;0.965;0.964;FALSE;FALSE;FALSE;FALSE
'AtMost1(Release A)';'AtMost1';'';'[Release A]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Admission NC, Release A)';'AlternatePrecedence';'[Release A]';'[Admission NC]';0.999;0.044;0.044;0.999;0.639;0.638;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(CRP, Release A)';'AlternatePrecedence';'[Release A]';'[CRP]';0.991;0.044;0.044;0.991;0.639;0.633;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Registration, Release A)';'AlternatePrecedence';'[Release A]';'[ER Registration]';1.000;0.044;0.044;1.000;0.639;0.639;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Sepsis Triage, Release A)';'AlternatePrecedence';'[Release A]';'[ER Sepsis Triage]';0.999;0.044;0.044;0.999;0.639;0.638;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Triage, Release A)';'AlternatePrecedence';'[Release A]';'[ER Triage]';1.000;0.044;0.044;1.000;0.639;0.639;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Leucocytes, Release A)';'AlternatePrecedence';'[Release A]';'[Leucocytes]';0.996;0.044;0.044;0.996;0.639;0.636;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, Admission IC)';'NotSuccession';'[Release A]';'[Admission IC]';1.000;0.052;0.052;0.965;0.662;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, Admission NC)';'NotSuccession';'[Release A]';'[Admission NC]';1.000;0.122;0.122;0.838;0.763;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, CRP)';'NotSuccession';'[Release A]';'[CRP]';0.998;0.259;0.258;0.662;0.965;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, ER Registration)';'NotSuccession';'[Release A]';'[ER Registration]';1.000;0.113;0.113;0.639;1.000;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, ER Sepsis Triage)';'NotSuccession';'[Release A]';'[ER Sepsis Triage]';1.000;0.113;0.113;0.639;1.000;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, ER Triage)';'NotSuccession';'[Release A]';'[ER Triage]';1.000;0.113;0.113;0.639;1.000;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, IV Antibiotics)';'NotSuccession';'[Release A]';'[IV Antibiotics]';1.000;0.098;0.098;0.743;0.860;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, IV Liquid)';'NotSuccession';'[Release A]';'[IV Liquid]';1.000;0.094;0.094;0.758;0.843;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, LacticAcid)';'NotSuccession';'[Release A]';'[LacticAcid]';0.998;0.140;0.140;0.724;0.883;0.639;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release A, Leucocytes)';'NotSuccession';'[Release A]';'[Leucocytes]';0.998;0.266;0.266;0.661;0.967;0.639;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release A, Release B)';'NotCoExistence';'[Release A]';'[Release B]';1.000;0.048;0.048;0.923;0.692;0.639;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release A, Release C)';'NotCoExistence';'[Release A]';'[Release C]';1.000;0.046;0.046;0.964;0.663;0.639;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release A, Release D)';'NotCoExistence';'[Release A]';'[Release D]';1.000;0.046;0.046;0.965;0.662;0.639;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release A, Release E)';'NotCoExistence';'[Release A]';'[Release E]';1.000;0.044;0.044;0.991;0.645;0.639;FALSE;FALSE;FALSE;FALSE
'AtMost1(Release B)';'AtMost1';'';'[Release B]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, Admission IC)';'NotSuccession';'[Release B]';'[Admission IC]';1.000;0.011;0.011;0.366;0.146;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, Admission NC)';'NotSuccession';'[Release B]';'[Admission NC]';0.998;0.081;0.081;0.068;0.768;0.052;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, CRP)';'NotSuccession';'[Release B]';'[CRP]';1.000;0.218;0.218;0.056;0.959;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, ER Registration)';'NotSuccession';'[Release B]';'[ER Registration]';1.000;0.073;0.073;0.053;1.000;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, ER Sepsis Triage)';'NotSuccession';'[Release B]';'[ER Sepsis Triage]';1.000;0.073;0.073;0.053;0.999;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, ER Triage)';'NotSuccession';'[Release B]';'[ER Triage]';1.000;0.073;0.073;0.053;1.000;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, IV Antibiotics)';'NotSuccession';'[Release B]';'[IV Antibiotics]';1.000;0.058;0.058;0.067;0.794;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, IV Liquid)';'NotSuccession';'[Release B]';'[IV Liquid]';1.000;0.053;0.053;0.073;0.730;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, LacticAcid)';'NotSuccession';'[Release B]';'[LacticAcid]';1.000;0.100;0.100;0.065;0.825;0.053;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release B, Leucocytes)';'NotSuccession';'[Release B]';'[Leucocytes]';1.000;0.226;0.226;0.055;0.964;0.053;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release B, Release A)';'NotCoExistence';'[Release B]';'[Release A]';1.000;0.048;0.048;0.077;0.692;0.053;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release B, Release C)';'NotCoExistence';'[Release B]';'[Release C]';1.000;0.005;0.005;0.691;0.077;0.053;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release B, Release D)';'NotCoExistence';'[Release B]';'[Release D]';1.000;0.005;0.005;0.700;0.076;0.053;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release B, Return ER)';'NotCoExistence';'[Release B]';'[Return ER]';1.000;0.023;0.023;0.160;0.333;0.053;FALSE;FALSE;FALSE;FALSE
'AtMost1(Release C)';'AtMost1';'';'[Release C]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, Admission IC)';'NotSuccession';'[Release C]';'[Admission IC]';1.000;0.009;0.009;0.187;0.128;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, Admission NC)';'NotSuccession';'[Release C]';'[Admission NC]';1.000;0.079;0.079;0.031;0.762;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, CRP)';'NotSuccession';'[Release C]';'[CRP]';1.000;0.216;0.216;0.025;0.959;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, ER Registration)';'NotSuccession';'[Release C]';'[ER Registration]';1.000;0.071;0.071;0.024;1.000;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, ER Sepsis Triage)';'NotSuccession';'[Release C]';'[ER Sepsis Triage]';1.000;0.071;0.071;0.024;0.999;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, ER Triage)';'NotSuccession';'[Release C]';'[ER Triage]';1.000;0.071;0.071;0.024;1.000;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, IV Antibiotics)';'NotSuccession';'[Release C]';'[IV Antibiotics]';1.000;0.056;0.056;0.030;0.788;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, IV Liquid)';'NotSuccession';'[Release C]';'[IV Liquid]';1.000;0.051;0.051;0.033;0.722;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, LacticAcid)';'NotSuccession';'[Release C]';'[LacticAcid]';1.000;0.098;0.098;0.029;0.821;0.024;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release C, Leucocytes)';'NotSuccession';'[Release C]';'[Leucocytes]';1.000;0.224;0.224;0.025;0.964;0.024;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release C, Release A)';'NotCoExistence';'[Release C]';'[Release A]';1.000;0.046;0.046;0.036;0.663;0.024;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release C, Release B)';'NotCoExistence';'[Release C]';'[Release B]';1.000;0.005;0.005;0.309;0.077;0.024;FALSE;FALSE;FALSE;FALSE
'AtMost1(Release D)';'AtMost1';'';'[Release D]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, Admission IC)';'NotSuccession';'[Release D]';'[Admission IC]';1.000;0.009;0.009;0.186;0.123;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, Admission NC)';'NotSuccession';'[Release D]';'[Admission NC]';1.000;0.079;0.079;0.030;0.762;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, CRP)';'NotSuccession';'[Release D]';'[CRP]';1.000;0.216;0.216;0.024;0.959;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, ER Registration)';'NotSuccession';'[Release D]';'[ER Registration]';1.000;0.071;0.071;0.023;1.000;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, ER Sepsis Triage)';'NotSuccession';'[Release D]';'[ER Sepsis Triage]';1.000;0.071;0.071;0.023;0.999;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, ER Triage)';'NotSuccession';'[Release D]';'[ER Triage]';1.000;0.071;0.071;0.023;1.000;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, IV Antibiotics)';'NotSuccession';'[Release D]';'[IV Antibiotics]';1.000;0.056;0.056;0.029;0.787;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, IV Liquid)';'NotSuccession';'[Release D]';'[IV Liquid]';1.000;0.051;0.051;0.032;0.722;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, LacticAcid)';'NotSuccession';'[Release D]';'[LacticAcid]';1.000;0.098;0.098;0.028;0.821;0.023;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release D, Leucocytes)';'NotSuccession';'[Release D]';'[Leucocytes]';1.000;0.224;0.224;0.024;0.964;0.023;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release D, Release A)';'NotCoExistence';'[Release D]';'[Release A]';1.000;0.046;0.046;0.035;0.662;0.023;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release D, Release B)';'NotCoExistence';'[Release D]';'[Release B]';1.000;0.005;0.005;0.300;0.076;0.023;FALSE;FALSE;FALSE;FALSE
'Absence(Release E)';'Absence';'';'[Release E]';0.994;0.069;0.069;0.994;1.000;0.994;FALSE;FALSE;FALSE;FALSE
'AtMost1(Release E)';'AtMost1';'';'[Release E]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, Admission IC)';'NotSuccession';'[Release E]';'[Admission IC]';1.000;0.008;0.008;0.053;0.109;0.006;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, Admission NC)';'NotSuccession';'[Release E]';'[Admission NC]';1.000;0.078;0.078;0.008;0.762;0.006;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, CRP)';'NotSuccession';'[Release E]';'[CRP]';1.000;0.215;0.215;0.006;0.959;0.006;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, ER Registration)';'NotSuccession';'[Release E]';'[ER Registration]';1.000;0.069;0.069;0.006;1.000;0.006;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, ER Sepsis Triage)';'NotSuccession';'[Release E]';'[ER Sepsis Triage]';1.000;0.069;0.069;0.006;0.999;0.006;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, ER Triage)';'NotSuccession';'[Release E]';'[ER Triage]';1.000;0.070;0.070;0.006;1.000;0.006;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release E, IV Antibiotics)';'NotCoExistence';'[Release E]';'[IV Antibiotics]';0.993;0.054;0.054;0.004;0.787;0.003;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release E, IV Liquid)';'NotCoExistence';'[Release E]';'[IV Liquid]';0.992;0.050;0.049;0.004;0.720;0.003;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, LacticAcid)';'NotSuccession';'[Release E]';'[LacticAcid]';1.000;0.097;0.097;0.007;0.821;0.006;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Release E, Leucocytes)';'NotSuccession';'[Release E]';'[Leucocytes]';1.000;0.223;0.223;0.006;0.964;0.006;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release E, Release A)';'NotCoExistence';'[Release E]';'[Release A]';1.000;0.044;0.044;0.009;0.645;0.006;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Release E, Return ER)';'NotCoExistence';'[Release E]';'[Return ER]';0.993;0.020;0.020;0.017;0.285;0.005;FALSE;FALSE;FALSE;FALSE
'AtMost1(Return ER)';'AtMost1';'';'[Return ER]';1.000;0.069;0.069;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Admission NC, Return ER)';'AlternatePrecedence';'[Return ER]';'[Admission NC]';1.000;0.019;0.019;1.000;0.280;0.280;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(CRP, Return ER)';'AlternatePrecedence';'[Return ER]';'[CRP]';0.997;0.019;0.019;0.997;0.280;0.279;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Registration, Return ER)';'AlternatePrecedence';'[Return ER]';'[ER Registration]';1.000;0.019;0.019;1.000;0.280;0.280;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Sepsis Triage, Return ER)';'AlternatePrecedence';'[Return ER]';'[ER Sepsis Triage]';0.997;0.019;0.019;0.997;0.280;0.279;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(ER Triage, Return ER)';'AlternatePrecedence';'[Return ER]';'[ER Triage]';1.000;0.019;0.019;1.000;0.280;0.280;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(Leucocytes, Return ER)';'AlternatePrecedence';'[Return ER]';'[Leucocytes]';0.997;0.019;0.019;0.997;0.280;0.279;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, Admission IC)';'NotSuccession';'[Return ER]';'[Admission IC]';1.000;0.027;0.027;0.824;0.340;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, Admission NC)';'NotSuccession';'[Return ER]';'[Admission NC]';1.000;0.097;0.097;0.368;0.762;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, CRP)';'NotSuccession';'[Return ER]';'[CRP]';0.998;0.234;0.233;0.292;0.960;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, ER Registration)';'NotSuccession';'[Return ER]';'[ER Registration]';1.000;0.088;0.088;0.280;1.000;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, ER Sepsis Triage)';'NotSuccession';'[Return ER]';'[ER Sepsis Triage]';1.000;0.088;0.088;0.280;1.000;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, ER Triage)';'NotSuccession';'[Return ER]';'[ER Triage]';1.000;0.089;0.089;0.280;1.000;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, IV Antibiotics)';'NotSuccession';'[Return ER]';'[IV Antibiotics]';1.000;0.073;0.073;0.344;0.813;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, IV Liquid)';'NotSuccession';'[Return ER]';'[IV Liquid]';1.000;0.069;0.069;0.366;0.766;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, LacticAcid)';'NotSuccession';'[Return ER]';'[LacticAcid]';0.998;0.116;0.115;0.334;0.837;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, Leucocytes)';'NotSuccession';'[Return ER]';'[Leucocytes]';0.998;0.242;0.241;0.290;0.965;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, Release A)';'NotSuccession';'[Return ER]';'[Release A]';1.000;0.063;0.063;0.427;0.655;0.280;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Return ER, Release B)';'NotCoExistence';'[Return ER]';'[Release B]';1.000;0.023;0.023;0.840;0.333;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, Release C)';'NotSuccession';'[Return ER]';'[Release C]';1.000;0.021;0.021;0.939;0.298;0.280;FALSE;FALSE;FALSE;FALSE
'NotSuccession(Return ER, Release D)';'NotSuccession';'[Return ER]';'[Release D]';1.000;0.021;0.021;0.955;0.293;0.280;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(Return ER, Release E)';'NotCoExistence';'[Return ER]';'[Release E]';0.993;0.020;0.020;0.980;0.285;0.279;FALSE;FALSE;FALSE;FALSE
