'Constraint';'Template';'Activation';'Target';'Confidence';'Coverage';'Support';'Trace confidence';'Trace coverage';'Trace support';'Marked for exclusion';'Below thresholds';'Redudant';'Conflicting'
'NotSuccession(A_Denied, O_Sent (online only))';'NotSuccession';'[A_Denied]';'[O_Sent (online only)]';1.000;0.013;0.013;0.691;0.172;0.119;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Create Offer, A_Denied)';'AlternatePrecedence';'[A_Denied]';'[O_Create Offer]';1.000;0.009;0.009;1.000;0.119;0.119;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Created, A_Denied)';'AlternatePrecedence';'[A_Denied]';'[O_Created]';1.000;0.009;0.009;1.000;0.119;0.119;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Accepted, A_Incomplete)';'Precedence';'[A_Incomplete]';'[A_Accepted]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Complete, A_Incomplete)';'Precedence';'[A_Incomplete]';'[A_Complete]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Concept, A_Incomplete)';'Precedence';'[A_Incomplete]';'[A_Concept]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Create Application, A_Incomplete)';'Precedence';'[A_Incomplete]';'[A_Create Application]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Incomplete, A_Accepted)';'NotSuccession';'[A_Incomplete]';'[A_Accepted]';1.000;0.126;0.126;0.476;1.000;0.476;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Incomplete, A_Complete)';'NotSuccession';'[A_Incomplete]';'[A_Complete]';1.000;0.126;0.126;0.478;0.995;0.476;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Incomplete, A_Concept)';'NotSuccession';'[A_Incomplete]';'[A_Concept]';1.000;0.126;0.126;0.476;1.000;0.476;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Incomplete, A_Create Application)';'NotSuccession';'[A_Incomplete]';'[A_Create Application]';1.000;0.126;0.126;0.476;1.000;0.476;FALSE;FALSE;FALSE;FALSE
'NotChainResponse(A_Incomplete, A_Denied)';'NotChainResponse';'[A_Incomplete]';'[A_Denied]';0.992;0.053;0.053;0.987;0.476;0.470;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Incomplete, A_Pending)';'NotChainSuccession';'[A_Incomplete]';'[A_Pending]';1.000;0.093;0.093;0.766;0.622;0.476;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Incomplete, A_Submitted)';'NotSuccession';'[A_Incomplete]';'[A_Submitted]';1.000;0.100;0.100;0.575;0.828;0.476;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Incomplete, O_Cancelled)';'NotChainSuccession';'[A_Incomplete]';'[O_Cancelled]';0.996;0.101;0.101;0.588;0.808;0.475;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Incomplete, O_Created)';'NotChainSuccession';'[A_Incomplete]';'[O_Created]';1.000;0.152;0.152;0.476;1.000;0.476;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Incomplete, O_Refused)';'NotChainSuccession';'[A_Incomplete]';'[O_Refused]';1.000;0.064;0.064;0.863;0.552;0.476;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(A_Incomplete, O_Returned)';'RespondedExistence';'[A_Incomplete]';'[O_Returned]';0.996;0.053;0.053;0.995;0.476;0.474;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Incomplete, O_Sent (mail and online))';'NotChainSuccession';'[A_Incomplete]';'[O_Sent (mail and online)]';1.000;0.145;0.145;0.481;0.991;0.476;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Incomplete, O_Sent (online only))';'NotChainSuccession';'[A_Incomplete]';'[O_Sent (online only)]';1.000;0.058;0.058;0.975;0.488;0.476;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Validating, A_Incomplete)';'AlternatePrecedence';'[A_Incomplete]';'[A_Validating]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Create Offer, A_Incomplete)';'Precedence';'[A_Incomplete]';'[O_Create Offer]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Created, A_Incomplete)';'Precedence';'[A_Incomplete]';'[O_Created]';1.000;0.053;0.053;1.000;0.476;0.476;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_Pending)';'AtMost1';'';'[A_Pending]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Accepted, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[A_Accepted]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Complete, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[A_Complete]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Concept, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[A_Concept]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Create Application, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[A_Create Application]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Accepted)';'NotSuccession';'[A_Pending]';'[A_Accepted]';1.000;0.112;0.112;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_Pending, A_Cancelled)';'NotCoExistence';'[A_Pending]';'[A_Cancelled]';1.000;0.064;0.064;0.623;0.878;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Complete)';'NotSuccession';'[A_Pending]';'[A_Complete]';1.000;0.112;0.112;0.549;0.995;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Concept)';'NotSuccession';'[A_Pending]';'[A_Concept]';1.000;0.112;0.112;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Create Application)';'NotSuccession';'[A_Pending]';'[A_Create Application]';1.000;0.112;0.112;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_Pending, A_Denied)';'NotCoExistence';'[A_Pending]';'[A_Denied]';1.000;0.048;0.048;0.821;0.666;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Incomplete)';'NotSuccession';'[A_Pending]';'[A_Incomplete]';1.000;0.093;0.093;0.880;0.622;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Submitted)';'NotSuccession';'[A_Pending]';'[A_Submitted]';1.000;0.087;0.087;0.624;0.876;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, A_Validating)';'NotSuccession';'[A_Pending]';'[A_Validating]';1.000;0.129;0.129;0.788;0.694;0.547;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_Pending, O_Accepted)';'CoExistence';'[A_Pending]';'[O_Accepted]';1.000;0.079;0.079;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, O_Accepted)';'NotSuccession';'[A_Pending]';'[O_Accepted]';1.000;0.079;0.079;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, O_Create Offer)';'NotSuccession';'[A_Pending]';'[O_Create Offer]';1.000;0.139;0.139;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, O_Created)';'NotSuccession';'[A_Pending]';'[O_Created]';1.000;0.139;0.139;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(A_Pending, O_Refused)';'NotCoExistence';'[A_Pending]';'[O_Refused]';1.000;0.051;0.051;0.822;0.665;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, O_Returned)';'NotSuccession';'[A_Pending]';'[O_Returned]';1.000;0.094;0.094;0.791;0.691;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, O_Sent (mail and online))';'NotSuccession';'[A_Pending]';'[O_Sent (mail and online)]';1.000;0.131;0.131;0.551;0.991;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Pending, O_Sent (online only))';'NotSuccession';'[A_Pending]';'[O_Sent (online only)]';1.000;0.044;0.044;0.974;0.561;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Validating, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[A_Validating]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Create Offer, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[O_Create Offer]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Created, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[O_Created]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Returned, A_Pending)';'AlternatePrecedence';'[A_Pending]';'[O_Returned]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AtMost1(A_Submitted)';'AtMost1';'';'[A_Submitted]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'ChainPrecedence(A_Create Application, A_Submitted)';'ChainPrecedence';'[A_Submitted]';'[A_Create Application]';1.000;0.047;0.047;1.000;0.648;0.648;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_Submitted, A_Accepted)';'AlternateResponse';'[A_Submitted]';'[A_Accepted]';1.000;0.047;0.047;1.000;0.648;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Accepted)';'NotChainSuccession';'[A_Submitted]';'[A_Accepted]';1.000;0.120;0.120;0.648;1.000;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Cancelled)';'NotChainSuccession';'[A_Submitted]';'[A_Cancelled]';1.000;0.071;0.071;0.877;0.739;0.648;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_Submitted, A_Complete)';'AlternateResponse';'[A_Submitted]';'[A_Complete]';0.995;0.047;0.047;0.995;0.648;0.645;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Complete)';'NotChainSuccession';'[A_Submitted]';'[A_Complete]';1.000;0.119;0.119;0.649;0.999;0.648;FALSE;FALSE;FALSE;FALSE
'ChainResponse(A_Submitted, A_Concept)';'ChainResponse';'[A_Submitted]';'[A_Concept]';1.000;0.047;0.047;1.000;0.648;0.648;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Submitted, A_Create Application)';'NotSuccession';'[A_Submitted]';'[A_Create Application]';1.000;0.120;0.120;0.648;1.000;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Denied)';'NotChainSuccession';'[A_Submitted]';'[A_Denied]';1.000;0.056;0.056;0.951;0.681;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Incomplete)';'NotChainSuccession';'[A_Submitted]';'[A_Incomplete]';1.000;0.100;0.100;0.783;0.828;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Pending)';'NotChainSuccession';'[A_Submitted]';'[A_Pending]';1.000;0.087;0.087;0.740;0.876;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, A_Validating)';'NotChainSuccession';'[A_Submitted]';'[A_Validating]';1.000;0.137;0.137;0.705;0.919;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Accepted)';'NotChainSuccession';'[A_Submitted]';'[O_Accepted]';1.000;0.087;0.087;0.740;0.876;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Cancelled)';'NotChainSuccession';'[A_Submitted]';'[O_Cancelled]';1.000;0.095;0.095;0.811;0.799;0.648;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_Submitted, O_Create Offer)';'AlternateResponse';'[A_Submitted]';'[O_Create Offer]';1.000;0.047;0.047;1.000;0.648;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Create Offer)';'NotChainSuccession';'[A_Submitted]';'[O_Create Offer]';1.000;0.146;0.146;0.648;1.000;0.648;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_Submitted, O_Created)';'AlternateResponse';'[A_Submitted]';'[O_Created]';1.000;0.047;0.047;1.000;0.648;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Created)';'NotChainSuccession';'[A_Submitted]';'[O_Created]';1.000;0.146;0.146;0.648;1.000;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Refused)';'NotChainSuccession';'[A_Submitted]';'[O_Refused]';1.000;0.058;0.058;0.951;0.681;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Returned)';'NotChainSuccession';'[A_Submitted]';'[O_Returned]';1.000;0.101;0.101;0.707;0.917;0.648;FALSE;FALSE;FALSE;FALSE
'AlternateResponse(A_Submitted, O_Sent (mail and online))';'AlternateResponse';'[A_Submitted]';'[O_Sent (mail and online)]';0.993;0.047;0.047;0.993;0.648;0.643;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Sent (mail and online))';'NotChainSuccession';'[A_Submitted]';'[O_Sent (mail and online)]';1.000;0.139;0.139;0.655;0.990;0.648;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Submitted, O_Sent (online only))';'NotChainSuccession';'[A_Submitted]';'[O_Sent (online only)]';1.000;0.052;0.052;0.961;0.674;0.648;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Accepted, A_Validating)';'Precedence';'[A_Validating]';'[A_Accepted]';1.000;0.090;0.090;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Complete, A_Validating)';'Precedence';'[A_Validating]';'[A_Complete]';1.000;0.090;0.090;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Concept, A_Validating)';'Precedence';'[A_Validating]';'[A_Concept]';1.000;0.090;0.090;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Create Application, A_Validating)';'Precedence';'[A_Validating]';'[A_Create Application]';1.000;0.090;0.090;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Validating, A_Accepted)';'NotSuccession';'[A_Validating]';'[A_Accepted]';1.000;0.162;0.162;0.694;1.000;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, A_Cancelled)';'NotChainSuccession';'[A_Validating]';'[A_Cancelled]';0.999;0.114;0.113;0.699;0.993;0.694;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Validating, A_Complete)';'NotSuccession';'[A_Validating]';'[A_Complete]';1.000;0.162;0.162;0.697;0.995;0.694;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Validating, A_Concept)';'NotSuccession';'[A_Validating]';'[A_Concept]';1.000;0.162;0.162;0.694;1.000;0.694;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Validating, A_Create Application)';'NotSuccession';'[A_Validating]';'[A_Create Application]';1.000;0.162;0.162;0.694;1.000;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, A_Pending)';'NotChainSuccession';'[A_Validating]';'[A_Pending]';1.000;0.129;0.129;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'NotSuccession(A_Validating, A_Submitted)';'NotSuccession';'[A_Validating]';'[A_Submitted]';1.000;0.137;0.137;0.755;0.919;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, O_Cancelled)';'NotChainSuccession';'[A_Validating]';'[O_Cancelled]';1.000;0.138;0.138;0.698;0.994;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, O_Create Offer)';'NotChainSuccession';'[A_Validating]';'[O_Create Offer]';0.999;0.189;0.189;0.694;1.000;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, O_Created)';'NotChainSuccession';'[A_Validating]';'[O_Created]';1.000;0.189;0.189;0.694;1.000;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, O_Refused)';'NotChainSuccession';'[A_Validating]';'[O_Refused]';1.000;0.100;0.100;0.993;0.699;0.694;FALSE;FALSE;FALSE;FALSE
'CoExistence(A_Validating, O_Returned)';'CoExistence';'[A_Validating]';'[O_Returned]';0.998;0.143;0.143;0.995;0.694;0.691;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, O_Sent (mail and online))';'NotChainSuccession';'[A_Validating]';'[O_Sent (mail and online)]';1.000;0.181;0.181;0.699;0.993;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(A_Validating, O_Sent (online only))';'NotChainSuccession';'[A_Validating]';'[O_Sent (online only)]';1.000;0.094;0.094;0.991;0.701;0.694;FALSE;FALSE;FALSE;FALSE
'NotChainPrecedence(O_Cancelled, A_Validating)';'NotChainPrecedence';'[A_Validating]';'[O_Cancelled]';0.991;0.090;0.089;0.984;0.694;0.683;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Create Offer, A_Validating)';'Precedence';'[A_Validating]';'[O_Create Offer]';1.000;0.090;0.090;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Created, A_Validating)';'Precedence';'[A_Validating]';'[O_Created]';1.000;0.090;0.090;1.000;0.694;0.694;FALSE;FALSE;FALSE;FALSE
'AtMost1(O_Accepted)';'AtMost1';'';'[O_Accepted]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Accepted, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[A_Accepted]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Complete, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[A_Complete]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Concept, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[A_Concept]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Create Application, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[A_Create Application]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(A_Validating, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[A_Validating]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Accepted)';'NotSuccession';'[O_Accepted]';'[A_Accepted]';1.000;0.112;0.112;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_Accepted, A_Cancelled)';'NotCoExistence';'[O_Accepted]';'[A_Cancelled]';1.000;0.064;0.064;0.623;0.878;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Complete)';'NotSuccession';'[O_Accepted]';'[A_Complete]';1.000;0.112;0.112;0.549;0.995;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Concept)';'NotSuccession';'[O_Accepted]';'[A_Concept]';1.000;0.112;0.112;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Create Application)';'NotSuccession';'[O_Accepted]';'[A_Create Application]';1.000;0.112;0.112;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_Accepted, A_Denied)';'NotCoExistence';'[O_Accepted]';'[A_Denied]';1.000;0.048;0.048;0.821;0.666;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Incomplete)';'NotSuccession';'[O_Accepted]';'[A_Incomplete]';1.000;0.093;0.093;0.880;0.622;0.547;FALSE;FALSE;FALSE;FALSE
'ChainSuccession(O_Accepted, A_Pending)';'ChainSuccession';'[O_Accepted]';'[A_Pending]';1.000;0.079;0.079;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Submitted)';'NotSuccession';'[O_Accepted]';'[A_Submitted]';1.000;0.087;0.087;0.624;0.876;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, A_Validating)';'NotSuccession';'[O_Accepted]';'[A_Validating]';1.000;0.129;0.129;0.788;0.694;0.547;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Accepted, O_Cancelled)';'NotChainSuccession';'[O_Accepted]';'[O_Cancelled]';1.000;0.088;0.088;0.618;0.884;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, O_Create Offer)';'NotSuccession';'[O_Accepted]';'[O_Create Offer]';1.000;0.139;0.139;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, O_Created)';'NotSuccession';'[O_Accepted]';'[O_Created]';1.000;0.139;0.139;0.547;1.000;0.547;FALSE;FALSE;FALSE;FALSE
'NotCoExistence(O_Accepted, O_Refused)';'NotCoExistence';'[O_Accepted]';'[O_Refused]';1.000;0.051;0.051;0.822;0.665;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, O_Returned)';'NotSuccession';'[O_Accepted]';'[O_Returned]';1.000;0.094;0.094;0.791;0.691;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, O_Sent (mail and online))';'NotSuccession';'[O_Accepted]';'[O_Sent (mail and online)]';1.000;0.131;0.131;0.551;0.991;0.547;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Accepted, O_Sent (online only))';'NotSuccession';'[O_Accepted]';'[O_Sent (online only)]';1.000;0.044;0.044;0.974;0.561;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Create Offer, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[O_Create Offer]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Created, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[O_Created]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AlternatePrecedence(O_Returned, O_Accepted)';'AlternatePrecedence';'[O_Accepted]';'[O_Returned]';1.000;0.040;0.040;1.000;0.547;0.547;FALSE;FALSE;FALSE;FALSE
'AtMost3(O_Cancelled)';'AtMost3';'';'[O_Cancelled]';0.990;0.073;0.072;0.990;1.000;0.990;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Accepted, O_Cancelled)';'Precedence';'[O_Cancelled]';'[A_Accepted]';1.000;0.048;0.048;1.000;0.498;0.498;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Concept, O_Cancelled)';'Precedence';'[O_Cancelled]';'[A_Concept]';1.000;0.048;0.048;1.000;0.498;0.498;FALSE;FALSE;FALSE;FALSE
'Precedence(A_Create Application, O_Cancelled)';'Precedence';'[O_Cancelled]';'[A_Create Application]';1.000;0.048;0.048;1.000;0.498;0.498;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Cancelled, A_Accepted)';'NotSuccession';'[O_Cancelled]';'[A_Accepted]';1.000;0.121;0.121;0.498;1.000;0.498;FALSE;FALSE;FALSE;FALSE
'RespondedExistence(O_Cancelled, A_Complete)';'RespondedExistence';'[O_Cancelled]';'[A_Complete]';0.993;0.048;0.048;0.992;0.498;0.494;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, A_Complete)';'NotChainSuccession';'[O_Cancelled]';'[A_Complete]';1.000;0.121;0.121;0.498;0.999;0.498;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Cancelled, A_Concept)';'NotSuccession';'[O_Cancelled]';'[A_Concept]';1.000;0.121;0.121;0.498;1.000;0.498;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Cancelled, A_Create Application)';'NotSuccession';'[O_Cancelled]';'[A_Create Application]';1.000;0.121;0.121;0.498;1.000;0.498;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, A_Denied)';'NotChainSuccession';'[O_Cancelled]';'[A_Denied]';0.997;0.057;0.057;0.814;0.611;0.497;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, A_Incomplete)';'NotChainSuccession';'[O_Cancelled]';'[A_Incomplete]';0.999;0.101;0.101;0.616;0.808;0.498;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, A_Pending)';'NotChainSuccession';'[O_Cancelled]';'[A_Pending]';1.000;0.088;0.088;0.563;0.884;0.498;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Cancelled, A_Submitted)';'NotSuccession';'[O_Cancelled]';'[A_Submitted]';1.000;0.095;0.095;0.623;0.799;0.498;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, O_Accepted)';'NotChainSuccession';'[O_Cancelled]';'[O_Accepted]';1.000;0.088;0.088;0.563;0.884;0.498;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, O_Created)';'NotChainSuccession';'[O_Cancelled]';'[O_Created]';1.000;0.147;0.147;0.498;1.000;0.498;FALSE;FALSE;FALSE;FALSE
'NotRespondedExistence(O_Cancelled, O_Refused)';'NotRespondedExistence';'[O_Cancelled]';'[O_Refused]';0.991;0.048;0.048;0.990;0.498;0.493;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, O_Refused)';'NotChainSuccession';'[O_Cancelled]';'[O_Refused]';1.000;0.059;0.059;0.815;0.611;0.498;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, O_Returned)';'NotChainSuccession';'[O_Cancelled]';'[O_Returned]';1.000;0.102;0.102;0.501;0.993;0.498;FALSE;FALSE;FALSE;FALSE
'NotResponse(O_Cancelled, O_Sent (online only))';'NotResponse';'[O_Cancelled]';'[O_Sent (online only)]';0.991;0.048;0.048;0.991;0.498;0.493;FALSE;FALSE;FALSE;FALSE
'NotChainSuccession(O_Cancelled, O_Sent (online only))';'NotChainSuccession';'[O_Cancelled]';'[O_Sent (online only)]';0.999;0.053;0.053;0.981;0.507;0.498;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Create Offer, O_Cancelled)';'Precedence';'[O_Cancelled]';'[O_Create Offer]';1.000;0.048;0.048;1.000;0.498;0.498;FALSE;FALSE;FALSE;FALSE
'Precedence(O_Created, O_Cancelled)';'Precedence';'[O_Cancelled]';'[O_Created]';1.000;0.048;0.048;1.000;0.498;0.498;FALSE;FALSE;FALSE;FALSE
'AtLeast1(O_Create Offer)';'AtLeast1';'';'[O_Create Offer]';1.000;0.073;0.073;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'CoExistence(O_Create Offer, A_Accepted)';'CoExistence';'[O_Create Offer]';'[A_Accepted]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
'NotSuccession(O_Create Offer, A_Accepted)';'NotSuccession';'[O_Create Offer]';'[A_Accepted]';1.000;0.172;0.172;1.000;1.000;1.000;FALSE;FALSE;FALSE;FALSE
